CODE,LATITUDE,LONGITUDE,LAST MODIFIED DATE,ID,POSTAL CODE
RT01196217,21.0875228,79.991542,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196226,21.0863963,80.0077677,06-04-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196227,21.0863303,79.9972903,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196232,21.0864805,79.99244,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196237,21.0868284,79.9982673,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196239,21.0855051,79.9973142,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196244,21.2319635,80.2010526,06-04-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441902
RT01196249,21.0868319,79.9982641,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196260,21.0865929,79.9931325,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196261,21.0855347,79.9891802,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196263,21.0857132,79.9973458,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196286,21.086265,79.990289,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196297,21.0855301,79.9891802,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01201850,21.0840783,80.0147578,06-04-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01201866,21.0849583,80.0113514,06-04-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01201871,21.0829725,80.0163557,06-04-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
